IPEDSID,NAME,LADDR,LADDR2,LCITY,LSTATE,LZIP,LZIP4,COUNTRY,PHONE,STFIPS,COFIPS,LAT,LON,SECTOR,LEVEL,INST_TYPE,NAICS_CODE,NAICS_DESC,HI_OFFER,DEG_GRANT,LOCALE,STATUS,CLOSE_DATE,MERGE_ID,ALIAS,SIZE_SET,INST_SIZE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,FTE,NCES_URL,SCHOOL_URL,SHELTER_ID,LAST_UPDAT
232195,Germanna Community College,2130 Germanna Hwy,,Locust Grove,VA,22508,2102,US,5404239030,51,51137,38.37568905600,-77.78104608600,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,3,3,4416,1837,6253,2,0,438,http://nces.ed.gov/GLOBALLOCATOR/,www.germanna.edu,,2010/01/15
233639,Southside Virginia Community College,109 Campus Dr,,Alberta,VA,23821,,US,8882207822,51,51025,36.83907338400,-77.91796415100,4,2,1,611210,Junior Colleges,40,1,42,A,-2,-2,,3,3,3895,1590,5485,2,0,446,http://nces.ed.gov/GLOBALLOCATOR/,www.southside.edu,,2010/07/16
248943,ECPI Technical College,800 Moorefield Pk Dr,,Richmond,VA,23236,,US,8043305533,51,51041,37.50072312900,-77.58132858400,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,21,A,-2,-2,,2,1,0,929,929,2,0,80,http://nces.ed.gov/GLOBALLOCATOR/,www.ecpitech.edu,,2010/09/13
233338,Richard Bland College of the College of William and Mary,11301 Johnson Rd,,Petersburg,VA,23805,,US,8048626100,51,51053,37.15693592300,-77.39928157800,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,"Richard Bland, Richard Bland Junior College, Richard Bland College, RBC",2,2,553,1038,1591,1,250,91,http://nces.ed.gov/GLOBALLOCATOR/,www.rbc.edu,,2010/01/15
233082,Southside Regional Medical Center,737 South Sycamore Street,,Petersburg,VA,23803,5133,US,8047655800,51,51730,37.21696873000,-77.39738833000,6,2,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,6,198,204,2,0,53,http://nces.ed.gov/GLOBALLOCATOR/,www.srmconline.com,,2010/01/15
234030,Virginia Commonwealth University,910 W Franklin St,,Richmond,VA,23284,2512,US,8048280100,51,51760,37.54763080400,-77.45359716400,1,1,1,611310,"Colleges, Universities, and Professional Schools",11,1,12,A,-2,-2,VCU,15,5,8962,23409,32371,1,4986,6219,http://nces.ed.gov/GLOBALLOCATOR/,www.vcu.edu/,,2010/09/14
232052,Eastern Shore Community College,29300 Lankford Hwy,,Melfa,VA,23410,,US,7577891789,51,51001,37.64045961600,-75.75080172800,4,2,1,611210,Junior Colleges,40,1,43,A,-2,-2,,1,1,750,315,1065,2,0,111,http://nces.ed.gov/GLOBALLOCATOR/,www.es.vccs.edu,,2010/09/13
233310,Rappahannock Community College,12745 College Drive,,Glenns,VA,23149,2616,US,8047586700,51,51073,37.56443299100,-76.62391496300,4,2,1,611210,Junior Colleges,40,1,42,A,-2,-2,RCC,2,2,2555,660,3215,2,0,223,http://nces.ed.gov/GLOBALLOCATOR/,www.rappahannock.edu/,,2010/01/15
233037,Paul D Camp Community College,100 N College Dr,,Franklin,VA,23851,,US,7575696700,51,51620,36.67453473900,-76.93757204200,4,2,1,611210,Junior Colleges,40,1,32,A,-2,-2,,2,2,1180,400,1580,2,0,159,http://nces.ed.gov/GLOBALLOCATOR/,www.pdc.edu/,,2010/01/15
234119,Virginia School of Hair Design,101 West Queens Way,,Hampton,VA,23669,,US,7577220211,51,51650,37.02530633400,-76.34642698300,9,3,3,611511,Cosmetology and Barber Schools,0,2,12,A,-2,-2,,-3,1,48,57,105,2,0,12,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/13
197814,College of the Albemarle,1208 N Road St,,Elizabeth City,NC,27906,2327,US,2523350821,37,37139,36.32482415400,-76.21960597700,4,2,1,611210,Junior Colleges,40,1,32,A,-2,-2,,2,2,1492,837,2329,2,0,469,http://nces.ed.gov/GLOBALLOCATOR/,www.albemarle.edu,,2010/01/15
199209,North Carolina Wesleyan College,3400 N Wesleyan Blvd,,Rocky Mount,NC,27804,,US,2529855100,37,37127,36.01744321000,-77.77423139000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,,10,2,314,1121,1435,1,529,281,http://nces.ed.gov/GLOBALLOCATOR/,www.ncwc.edu,,2010/01/15
199087,Nash Community College,522 N. Old Carriage Road,,Rocky Mount,NC,27804,,US,2524434011,37,37127,35.97617990700,-77.83836462600,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,2,2,1754,1147,2901,2,0,414,http://nces.ed.gov/GLOBALLOCATOR/,www.nashcc.edu,,2010/01/15
198978,Miller-Motte College,5000 Market Street,,Wilmington,NC,28405,,US,9103924660,37,37129,34.22596471200,-77.88154795800,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,Miller-Motte College,1,1,230,389,619,2,0,103,http://nces.ed.gov/GLOBALLOCATOR/,www.miller-motte.com,,2010/01/15
199892,Wayne Community College,3000 Wayne Memorial Dr,,Goldsboro,NC,27533,8002,US,9197355151,37,37191,35.40327890900,-77.94488659000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,2,2,1698,1678,3376,2,0,525,http://nces.ed.gov/GLOBALLOCATOR/,www.waynecc.edu,,2010/01/15
199005,Mitchells Hairstyling Academy,2620 Forest Hills Rd  Ste A,,Wilson,NC,27893,,US,2522433158,37,37195,35.72170966000,-77.95109264000,9,3,3,611511,Cosmetology and Barber Schools,0,2,32,A,-2,-2,,-3,1,0,2,2,2,0,3,http://nces.ed.gov/GLOBALLOCATOR/,WWW.MITCHELLS.EDU,,2010/01/15
199953,Wilson Community College,902 Herring Ave,,Wilson,NC,27893,3310,US,2522911195,37,37195,35.73109620900,-77.89287168100,4,2,1,611210,Junior Colleges,40,1,32,A,-2,-2,WCC,2,2,782,834,1616,2,0,420,http://nces.ed.gov/GLOBALLOCATOR/,www.wilsoncc.edu,,2010/01/15
198905,Martin Community College,1161 Kehukee Pk Rd,,Williamston,NC,27892,9988,US,2527921521,37,37117,35.83625438900,-77.09538949300,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,2,1,361,328,689,2,0,182,http://nces.ed.gov/GLOBALLOCATOR/,www.martincc.edu,,2010/01/15
198330,Coastal Carolina Community College,444 Western Blvd,,Jacksonville,NC,28546,6816,US,9104551221,37,37133,34.77168735200,-77.38478475700,4,2,1,611210,Junior Colleges,40,1,13,A,-2,-2,,3,2,2596,1896,4492,2,0,704,http://nces.ed.gov/GLOBALLOCATOR/,www.coastal.cc.nc.us,,2010/11/30
199263,Pamlico Community College,5049 Hwy 306 South,,Grantsboro,NC,28529,,US,2522491851,37,37137,35.13882635900,-76.84078468900,4,2,1,611210,Junior Colleges,40,1,42,A,-2,-2,,1,1,249,215,464,2,0,111,http://nces.ed.gov/GLOBALLOCATOR/,www.pamlicocc.edu,,2010/01/15
384254,Beacon College,105 E Main St,,Leesburg,FL,34748,,US,3527877660,12,12069,28.81079904500,-81.87561919500,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,23,A,-2,-2,,8,1,0,122,122,1,120,52,http://nces.ed.gov/GLOBALLOCATOR/,www.beaconcollege.edu,,2010/01/15
135188,Lake-Sumter Community College,9501 US Hwy 441,,Leesburg,FL,34788,8751,US,3527873747,12,12069,28.82964641300,-81.79647450000,4,2,1,611210,Junior Colleges,40,1,23,A,-2,-2,LSCC,2,2,2728,1384,4112,2,0,860,http://nces.ed.gov/GLOBALLOCATOR/,www.lscc.edu,,2010/01/15
431169,Garnet Career Center,422 Dickinson St,,Charleston,WV,25301,,US,3043486195,54,54039,38.35101700600,-81.62987600000,4,2,1,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,1,2,120,122,2,0,42,http://nces.ed.gov/GLOBALLOCATOR/,kcs.kana.k12.wv.us/garnet/,,2010/01/15
233912,Virginia Intermont College,1013 Moore Street,,Bristol,VA,24201,,US,2766696101,51,51520,36.60500578900,-82.17614000000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,,11,1,61,440,501,1,472,333,http://nces.ed.gov/GLOBALLOCATOR/,www.vic.edu,,2010/01/15
140553,Morehouse College,830 Westview Dr SW,,Atlanta,GA,30314,,US,4046812800,13,13121,33.74792996700,-84.41515550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,10,2,209,2664,2873,1,1625,598,http://nces.ed.gov/GLOBALLOCATOR/,www.morehouse.edu,,2010/01/15
140562,Morehouse School of Medicine,720 Westview Dr SW,,Atlanta,GA,30310,1495,US,4047521500,13,13121,33.74254944700,-84.41195850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,11,A,-2,-2,MSM,-2,1,7,298,305,2,0,971,http://nces.ed.gov/GLOBALLOCATOR/,www.msm.edu,,2010/01/15
139153,Beulah Heights University,892 Berne St SE,,Atlanta,GA,30316,,US,4046272681,13,13121,33.73702238500,-84.35808600000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,,-2,1,343,293,636,1,100,66,http://nces.ed.gov/GLOBALLOCATOR/,www.beulah.org,,2010/01/15
138868,Atlanta Christian College,2605 Ben Hill Rd,,East Point,GA,30344,,US,4047618861,13,13121,33.68538508000,-84.47482785200,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,21,A,-2,-2,ACC,8,1,47,409,456,1,283,96,http://nces.ed.gov/GLOBALLOCATOR/,www.acc.edu,,2010/01/15
366456,North Metro Technical College,5198 Ross Rd,,Acworth,GA,30102,3012,US,7709754000,13,13015,34.08421822200,-84.66992862200,4,2,1,611210,Junior Colleges,40,1,21,A,-2,-2,,2,2,1349,1149,2498,2,0,197,http://nces.ed.gov/GLOBALLOCATOR/,www.northmetrotech.edu/,,2010/01/15
140447,Mercer University,1400 Coleman Avenue,,Macon,GA,31207,,US,4783012700,13,13021,32.82973096400,-83.65104196400,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,13,A,-2,-2,,14,3,1640,5933,7573,1,1655,1475,http://nces.ed.gov/GLOBALLOCATOR/,www.mercer.edu,,2010/06/23
141325,Wesleyan College,4760 Forsyth Rd,,Macon,GA,31210,4462,US,4784771110,13,13021,32.87464789700,-83.71718550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,7,1,297,423,720,1,622,207,http://nces.ed.gov/GLOBALLOCATOR/,www.wesleyancollege.edu,,2010/01/15
140322,Macon State College,100 College Station Dr,,Macon,GA,31206,5145,US,4784712700,13,13021,32.81080687600,-83.73197626400,1,1,1,611310,"Colleges, Universities, and Professional Schools",30,1,41,A,-2,-2,MSC,12,3,3153,3174,6327,2,0,518,http://nces.ed.gov/GLOBALLOCATOR/,www.maconstate.edu,10777039,2010/06/23
139348,Columbia Theological Seminary,701 S. Columbia Dr,,Decatur,GA,30030,4118,US,4043788821,13,13089,33.76410811200,-84.28297825400,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,,-2,1,91,179,270,1,132,92,http://nces.ed.gov/GLOBALLOCATOR/,WWW.CTSNET.EDU,,2010/01/15
140696,Oglethorpe University,4484 Peachtree Rd NE,,Atlanta,GA,30319,2797,US,4042611441,13,13089,33.87593944700,-84.33475635400,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,Ogelthorpe|Ogelthrope|Oglethrope|Oglethrop|OU|Oglethorpe Atlanta|OU Atlanta|Ogle|Ogel,8,2,170,870,1040,1,525,235,http://nces.ed.gov/GLOBALLOCATOR/,www.oglethorpe.edu,,2010/06/24
138983,Augusta State University,2500 Walton Way,,Augusta,GA,30904,2200,US,7067371400,13,13245,33.47646355000,-82.02195046500,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,12,A,-2,-2,ASU|AUG,12,3,2132,3962,6094,1,368,781,http://nces.ed.gov/GLOBALLOCATOR/,www.aug.edu,,2010/06/23
140401,Medical College of Georgia,1120 Fifteenth St,,Augusta,GA,30912,,US,7067210211,13,13245,33.47065636700,-81.98921600000,1,1,1,611310,"Colleges, Universities, and Professional Schools",11,1,12,A,-2,-2,MCG,-2,2,206,2237,2443,1,220,4576,http://nces.ed.gov/GLOBALLOCATOR/,www.mcg.edu,,2010/01/15
140720,Paine College,1235 15th St,,Augusta,GA,30901,3182,US,7068218200,13,13245,33.46925876100,-81.99119850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,12,A,-2,-2,,8,1,39,820,859,1,549,246,http://nces.ed.gov/GLOBALLOCATOR/,www.paine.edu,,2010/01/15
138956,Augusta Technical College,3200 Augusta Tech Drive,,Augusta,GA,30906,,US,7067714000,13,13245,33.41899249000,-82.04843945800,4,2,1,611210,Junior Colleges,40,1,12,A,-2,-2,,3,2,2328,2258,4586,2,0,591,http://nces.ed.gov/GLOBALLOCATOR/,www.augustatech.edu,,2010/06/23
199999,Winston-Salem State University,601 Martin Luther King Jr Dr,,Winston-Salem,NC,27110,0001,US,3367502000,37,37067,36.08919688800,-80.22490500000,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,12,A,-2,-2,,13,3,853,5591,6444,1,2300,901,http://nces.ed.gov/GLOBALLOCATOR/,www.wssu.edu,,2010/01/15
199184,University of North Carolina School of the Arts,1533 South Main St.,,Winston-Salem,NC,27117,2189,US,3367703399,37,37067,36.07481994100,-80.23662500000,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,12,A,-2,-2,UNCSA,-2,1,12,869,881,1,522,398,http://nces.ed.gov/GLOBALLOCATOR/,www.ncarts.edu,,2010/01/15
198321,Cleveland Community College,137 S Post Rd,,Shelby,NC,28152,6224,US,7044844000,37,37045,35.27779084200,-81.49171600000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,2,2,2102,1367,3469,2,0,464,http://nces.ed.gov/GLOBALLOCATOR/,www.clevelandcommunitycollege.edu,,2010/01/15
198376,Davidson County Community College,297 Davidson Community College Rd,,Thomasville,NC,27360,7385,US,3362498186,37,37057,35.86554079900,-80.18173850000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,DCCC|Davidson Community College,2,2,2039,1578,3617,2,0,628,http://nces.ed.gov/GLOBALLOCATOR/,www.davidsonccc.edu,,2010/01/15
198570,Gaston College,201 Hwy 321 S,,Dallas,NC,28034,,US,7049226200,37,37071,35.31201533200,-81.18948133600,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,3,3,3000,2557,5557,2,0,767,http://nces.ed.gov/GLOBALLOCATOR/,www.gaston.cc.nc.us,,2010/03/16
197984,Belmont Abbey College,100 Belmont-Mt Holly Road,,Belmont,NC,28012,1802,US,7044616700,37,37071,35.26127570700,-81.04184689200,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,22,A,-2,-2,BAC,7,2,110,1386,1496,1,629,261,http://nces.ed.gov/GLOBALLOCATOR/,www.belmontabbeycollege.edu,,2010/03/15
198385,Davidson College,102 N. Main Street,,Davidson,NC,28035,,US,7048942000,37,37119,35.50000638400,-80.84523582800,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,21,A,-2,-2,,11,2,0,1670,1670,1,1560,780,http://nces.ed.gov/GLOBALLOCATOR/,www.davidson.edu/,,2010/03/16
198756,Johnson C Smith University,100 Beatties Ford Rd,,Charlotte,NC,28216,5398,US,7043781000,37,37119,35.24338355600,-80.85484200000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,JCSU,11,2,36,1531,1567,1,1127,319,http://nces.ed.gov/GLOBALLOCATOR/,www.jcsu.edu,,2010/01/15
382504,King's College,322 Lamar Avenue,,Charlotte,NC,28204,,US,7043720266,37,37119,35.21304804000,-80.82238400000,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,King's College,2,1,0,604,604,1,136,80,http://nces.ed.gov/GLOBALLOCATOR/,WWW.KINGSCOLLEGECHARLOTTE.EDU,,2010/01/15
198215,Catawba College,2300 W Innes St,,Salisbury,NC,28144,,US,7046374111,37,37159,35.69244480900,-80.48657550000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,31,A,-2,-2,,10,2,95,1166,1261,1,739,292,http://nces.ed.gov/GLOBALLOCATOR/,www.catawba.edu,,2010/01/15
198862,Livingstone College,701 W Monroe St,,Salisbury,NC,28144,,US,7042166000,37,37159,35.67074345600,-80.48445850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,31,A,-2,-2,Livingstone College,8,1,5,989,994,1,979,205,http://nces.ed.gov/GLOBALLOCATOR/,www.livingstone.edu,,2010/01/15
199962,Wingate University,220 North Camden Road,,Wingate,NC,28174,0157,US,7042338000,37,37179,34.97938412600,-80.44446450000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,31,A,-2,-2,,11,2,190,1936,2126,1,1174,371,http://nces.ed.gov/GLOBALLOCATOR/,www.wingate.edu,,2010/01/15
198622,Guilford Technical Community College,601 High Point Rd,,Jamestown,NC,27282,,US,3363344822,37,37081,35.99922387300,-79.91727300000,4,2,1,611210,Junior Colleges,40,1,41,A,-2,-2,,3,4,5173,6116,11289,2,0,1544,http://nces.ed.gov/GLOBALLOCATOR/,www.gtcc.edu/,,2010/01/15
198695,High Point University,833 Montlieu Ave,,High Point,NC,27262,3598,US,3368419000,37,37081,35.97267387000,-79.99454500000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,11,2,528,2856,3384,1,2077,477,http://nces.ed.gov/GLOBALLOCATOR/,WWW.HIGHPOINT.EDU,,2010/01/15
199421,Randolph Community College,629 Industrial Pk Ave,,Asheboro,NC,27205,,US,3366330200,37,37151,35.67289907300,-79.82787900000,4,2,1,611210,Junior Colleges,40,1,31,A,-2,-2,,2,2,1643,1007,2650,2,0,500,http://nces.ed.gov/GLOBALLOCATOR/,www.randolph.edu,,2010/01/15
220136,Emmanuel School of Religion,One Walker Dr,,Johnson City,TN,37601,9989,US,4239261186,47,47019,36.32818000800,-82.30795050000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,22,A,-2,-2,,-2,1,47,86,133,1,62,39,http://nces.ed.gov/GLOBALLOCATOR/,www.esr.edu,,2010/01/15
220516,King College,1350 King College Rd,,Bristol,TN,37620,2699,US,4239681187,47,47163,36.58589851600,-82.15653200000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,8,2,223,1358,1581,1,493,251,http://nces.ed.gov/GLOBALLOCATOR/,www.king.edu,,2010/01/15
137759,Tallahassee Community College,444 Appleyard Dr,,Tallahassee,FL,32304,2895,US,8502016200,12,12073,30.44523405800,-84.34146250000,4,2,1,611210,Junior Colleges,40,1,12,A,-2,-2,,4,4,6856,7192,14048,2,0,1884,http://nces.ed.gov/GLOBALLOCATOR/,www.tcc.fl.edu,,2010/01/15
134945,Jacksonville University,2800 University Blvd N,,Jacksonville,FL,32211,3394,US,9042568000,12,12031,30.35034941800,-81.60706000000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,JU,10,2,1204,2214,3418,1,1595,568,http://nces.ed.gov/GLOBALLOCATOR/,www.jacksonville.edu,,2010/01/15
133526,Edward Waters College,1658 Kings Rd,,Jacksonville,FL,32209,,US,9044708000,12,12031,30.34513007900,-81.68481750000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,10,1,39,801,840,1,584,201,http://nces.ed.gov/GLOBALLOCATOR/,www.ewc.edu,,2010/01/15
133711,Flagler College,74 King Street,,Saint Augustine,FL,32084,,US,9048296481,12,12109,29.89334970700,-81.31525650000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,23,A,-2,-2,Flagler,10,2,93,2447,2540,1,935,381,http://nces.ed.gov/GLOBALLOCATOR/,www.flagler.edu,,2010/01/15
132602,Bethune-Cookman University,640 Dr Mary McLeod Bethune Blvd,,Daytona Beach,FL,32114,3099,US,3864812000,12,12127,29.21019297300,-81.03142857600,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,Bethune-Cookman |Bethune |Cookman |BCC |B-CC |B-CU,11,2,153,3512,3665,1,1881,478,http://nces.ed.gov/GLOBALLOCATOR/,www.cookman.edu,,2010/01/15
137546,Stetson University,421 N Woodland Blvd,,DeLand,FL,32723,,US,3868227000,12,12127,29.03629473500,-81.30160350000,2,1,2,611310,"Colleges, Universities, and Professional Schools",21,1,22,A,-2,-2,,14,2,528,3168,3696,1,1697,932,http://nces.ed.gov/GLOBALLOCATOR/,www.stetson.edu,,2010/01/15
426314,Embry Riddle Aeronautical University-Worldwide,600 S. Clyde Morris Blvd.,,Daytona Beach,FL,32114,3900,US,8005226787,12,12127,29.18926993900,-81.04951035300,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,12,4,12166,3784,15950,2,0,643,http://nces.ed.gov/GLOBALLOCATOR/,www.erau.edu,,2010/09/09
445850,Kenneth Shuler School of Cosmetology,7474 Garners Ferry Road,,Columbia,SC,29209,,US,8037769100,45,45079,34.03329549500,-81.08765750000,9,3,3,611511,Cosmetology and Barber Schools,0,2,12,A,-2,-2,,-3,1,0,69,69,2,0,8,http://nces.ed.gov/GLOBALLOCATOR/,kennethshuler.com,,2010/01/15
218238,Limestone College,1115 College Drive,,Gaffney,SC,29340,3799,US,80079571510,45,45021,35.05291942300,-81.64803350000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,31,A,-2,-2,,10,2,1117,1901,3018,1,357,437,http://nces.ed.gov/GLOBALLOCATOR/,www.limestone.edu,,2010/01/15
218070,Furman University,3300 Poinsett Highway,,Greenville,SC,29613,6162,US,8642942000,45,45045,34.92078534200,-82.44147300000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,Furman,11,2,191,2689,2880,1,2435,866,http://nces.ed.gov/GLOBALLOCATOR/,www.furman.edu,,2010/01/15
218973,Wofford College,429 N Church St,,Spartanburg,SC,29303,3663,US,8645974000,45,45083,34.95791398900,-81.93457250000,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,13,A,-2,-2,,11,2,25,1412,1437,1,1341,375,http://nces.ed.gov/GLOBALLOCATOR/,www.wofford.edu,,2010/01/15
217961,Converse College,580 E Main St,,Spartanburg,SC,29302,0006,US,8645969000,45,45083,34.95623155400,-81.91882850000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,,11,2,593,772,1365,1,589,219,http://nces.ed.gov/GLOBALLOCATOR/,www.converse.edu,,2010/01/15
218821,Spartanburg Methodist College,1000 Powell Mill Road,,Spartanburg,SC,29301,5899,US,8645874000,45,45083,34.95458483600,-81.97089750000,5,2,2,611210,Junior Colleges,40,1,13,A,-2,-2,SMC,2,1,34,716,750,1,606,154,http://nces.ed.gov/GLOBALLOCATOR/,www.smcsc.edu,,2010/01/15
218991,York Technical College,452 S Anderson Rd,,Rock Hill,SC,29730,,US,8033278000,45,45091,34.93454589100,-80.99416650000,4,2,1,611210,Junior Colleges,40,1,13,A,-2,-2,,3,3,2802,2292,5094,2,0,566,http://nces.ed.gov/GLOBALLOCATOR/,www.yorktech.com,,2010/01/15
217688,Charleston Southern University,9200 University Blvd,,Charleston,SC,29410,8087,US,8438637000,45,45019,32.98198605000,-80.06928800000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,CSU|CHARLESTON SOUTHERN|,10,2,828,2373,3201,1,1150,383,http://nces.ed.gov/GLOBALLOCATOR/,www.csuniv.edu,,2010/01/15
218894,Trident Technical College,7000 Rivers Avenue,,Charleston,SC,29423,8067,US,8435746111,45,45019,32.92591175100,-80.03038800000,4,2,1,611210,Junior Colleges,40,1,13,A,-2,-2,,4,4,7264,5494,12758,2,0,1080,http://nces.ed.gov/GLOBALLOCATOR/,www.tridenttech.edu,,2010/01/15
421601,Motif Beauty Academy,23 W Lexington Ave,,Winchester,KY,40391,1958,US,8597455886,21,21049,37.99162712300,-84.17834600000,6,2,3,611511,Cosmetology and Barber Schools,0,2,32,A,-2,-2,,-3,-1,0,0,0,-1,0,3,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/01/15
157818,Transylvania University,300 N Broadway,,Lexington,KY,40508,1797,US,8592338300,21,21067,38.05323632700,-84.49388318100,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,11,2,16,1142,1158,1,947,319,http://nces.ed.gov/GLOBALLOCATOR/,www.transy.edu,,2010/01/15
157021,National College-Lexington,2376 Sir Barton Way,,Lexington,KY,40509,,US,8592530621,21,21067,38.02884477600,-84.41912174100,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,41,A,-2,-2,,2,2,862,1832,2694,2,0,361,http://nces.ed.gov/GLOBALLOCATOR/,www.national-college.edu,,2010/01/15
157809,Thomas More College,333 Thomas More Parkway,,Crestview Hills,KY,41017,3495,US,8593415800,21,21117,39.02296335800,-84.56892314800,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,TMC,9,2,476,1418,1894,1,400,250,http://nces.ed.gov/GLOBALLOCATOR/,www.thomasmore.edu,,2010/01/15
162760,Hood College,401 Rosemont Ave,,Frederick,MD,21701,,US,3016633131,24,24021,39.42190823800,-77.41928226800,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,A,-2,-2,Hood,11,2,1173,1360,2533,1,793,400,http://nces.ed.gov/GLOBALLOCATOR/,www.hood.edu,,2010/06/24
163976,St John's College,60 College Ave,,Annapolis,MD,21401,,US,4102632371,24,24003,38.98151314800,-76.49139738600,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,8,1,7,560,567,1,375,210,http://nces.ed.gov/GLOBALLOCATOR/,www.stjohnscollege.edu,,2010/09/13
162210,Columbia Union College,7600 Flower Ave,,Takoma Park,MD,20912,,US,3018914000,24,24031,38.98720582800,-77.00131041300,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,7,1,322,652,974,1,450,148,http://nces.ed.gov/GLOBALLOCATOR/,www.cuc.edu,,2010/09/13
163426,Montgomery College,"40 W. Gude Drive, Suite 220",,Rockville,MD,20850,,US,2405675000,24,24031,39.18689986700,-77.24788358300,4,2,1,611210,Junior Colleges,40,1,13,A,-2,-2,,5,5,15037,9415,24452,2,0,2732,http://nces.ed.gov/GLOBALLOCATOR/,www.montgomerycollege.edu,,2010/09/13
162061,Capitol College,11301 Springfield Rd,,Laurel,MD,20708,,US,3013692800,24,24033,39.04704737900,-76.85141300000,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,41,A,-2,-2,,-2,1,431,270,701,1,120,144,http://nces.ed.gov/GLOBALLOCATOR/,www.capitol-college.edu,,2010/09/13
162007,Bowie State University,14000 Jericho Park Rd,,Bowie,MD,20715,9465,US,3018604000,24,24033,39.01818528200,-76.75972145000,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,21,A,-2,-2,,13,3,1528,4013,5541,1,1400,702,http://nces.ed.gov/GLOBALLOCATOR/,www.bowiestate.edu,,2010/09/13
163657,Prince George's Community College,301 Largo Rd,,Largo,MD,20774,2199,US,3013366000,24,24033,38.88849460500,-76.82415694300,4,2,1,611210,Junior Colleges,40,1,21,A,-2,-2,PGCC|PG|PG College|Prince Georges Community College|Prince Georges College|Prince George's|PG Comm Coll|Largo|,4,4,8961,3044,12005,2,0,2134,http://nces.ed.gov/GLOBALLOCATOR/,WWW.PGCC.EDU,10817388,2010/09/13
